bank,review,clean_review,rating,date,source,sentiment,sentiment_score,keywords,themes
CBE,Very poor app. I had to make 8 transfers of the same amount as the app did confirm success of the first or second or third etc. transfers. I had to pay etb 13 birr 8 times each for service charge.,Very poor app. I had to make 8 transfers of the same amount as the app did confirm success of the first or second or third etc. transfers. I had to pay etb 13 birr 8 times each for service charge.,1,2024-02-02,Google Play,negative,0.999583065509796,"['poor', 'app', 'transfer', 'app', 'confirm', 'success', 'second', 'transfer', 'pay', 'etb', 'birr', 'time', 'service_charge', 'charge']","['transaction_issues', 'customer_support', 'service_features']"
CBE,"I have seen lots of issues on this app one of them is you can't use them in multiple device and you have to go to the place you opened your account in order to get mobile banking even if you change you device you have to go to the branch to activate it, why can't you just make it easy like the others banking system in Ethiopia. You should learn from abbisinia and dashen to be honest","I have seen lots of issues on this app one of them is you cant use them in multiple device and you have to go to the place you opened your account in order to get mobile banking even if you change you device you have to go to the branch to activate it, why cant you just make it easy like the others banking system in Ethiopia. You should learn from abbisinia and dashen to be honest",1,2022-10-18,Google Play,negative,0.8886735439300537,"['see', 'lot', 'issue', 'app', 'use', 'multiple', 'device', 'place', 'open', 'account', 'order', 'mobile', 'banking', 'change', 'device', 'branch', 'activate', 'easy', 'banking_system', 'system', 'learn', 'honest']","['app_performance', 'account_management', 'ui_ux_design', 'service_features']"
CBE,"Great Experience 👍 but there is o e thing that highly bother me *the password to login every time you open the app 😒 it ask you a pin instead what I say you can make it to be a fingerprint, because putting password continously so frustrating and also not secure as somebody can see our pin Thank you 😊","Great Experience but there is o e thing that highly bother me the password to login every time you open the app it ask you a pin instead what I say you can make it to be a fingerprint, because putting password continously so frustrating and also not secure as somebody can see our pin Thank you",4,2022-08-29,Google Play,negative,0.9993946552276612,"['great', 'experience', 'e_thing', 'thing', 'bother', 'password', 'login', 'time', 'open', 'app', 'ask', 'pin', 'fingerprint', 'put', 'password', 'frustrating', 'secure', 'pin', 'thank']","['login_authentication', 'customer_support', 'ui_ux_design', 'service_features']"
CBE,this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave you 3,this app is very useful but sometimes when you want to see specific transactions it didnt work so that way i gave you 3,3,2025-02-10,Google Play,negative,0.996068000793457,"['app', 'useful', 'want', 'specific', 'transaction', 'work', 'way', 'give']","['transaction_issues', 'service_features']"
CBE,Nice to see more transactions BUT if u have lots of transaction it lags and becomes slow. May be an option to limit the transaction history to a reasonable amount or by date so it doesnt load all data.,Nice to see more transactions BUT if u have lots of transaction it lags and becomes slow. May be an option to limit the transaction history to a reasonable amount or by date so it doesnt load all data.,5,2021-12-29,Google Play,negative,0.9988582134246826,"['nice', 'transaction', 'lot', 'transaction', 'lag', 'slow', 'option', 'limit', 'transaction_history', 'history', 'reasonable', 'date', 'load', 'datum']","['transaction_issues', 'app_performance', 'account_management', 'ui_ux_design', 'service_features']"
CBE,"the app is very good, but why screenshots is impossible?","the app is very good, but why screenshots is impossible?",5,2025-03-31,Google Play,negative,0.981265127658844,"['app', 'good', 'screenshot', 'impossible']",['service_features']
CBE,best app for this vast digital finanical word,best app for this vast digital finanical word,5,2025-03-23,Google Play,positive,0.9931873083114624,"['good', 'app', 'vast', 'digital', 'finanical', 'word']",['service_features']
CBE,wonder full and it is easy to use,wonder full and it is easy to use,5,2025-04-08,Google Play,positive,0.9996142387390136,"['wonder', 'easy', 'use']",['ui_ux_design']
CBE,why did the screen shot stopped ?????,why did the screen shot stopped ?????,3,2025-03-24,Google Play,negative,0.999007761478424,"['screen_shot', 'shot', 'stop']",['other']
CBE,"realy I donot seen like this application ! fast ,safe ande confortable","realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,Google Play,positive,0.9892324209213256,"['see', 'application', 'safe', 'ande', 'confortable']",['other']
CBE,bring back the screenshot feature.,bring back the screenshot feature.,1,2025-04-05,Google Play,positive,0.9942916631698608,"['bring', 'screenshot', 'feature']","['ui_ux_design', 'service_features']"
CBE,very good app and stars faction with work,very good app and stars faction with work,5,2025-04-02,Google Play,positive,0.999858856201172,"['good', 'app', 'star', 'faction', 'work']",['service_features']
CBE,i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,Google Play,positive,0.9976927042007446,"['happy', 'small', 'prob', 'transfer', 'transfer_cashe', 'cashe', 'bil', 'dic']",['transaction_issues']
CBE,easy and reliable,easy and reliable,2,2025-04-08,Google Play,positive,0.9998584985733032,"['easy', 'reliable']",['ui_ux_design']
CBE,You need to copy many things from other bank apps like Amole(Dashen),You need to copy many things from other bank apps like AmoleDashen,2,2025-04-06,Google Play,negative,0.9978156089782716,"['need', 'copy', 'thing', 'bank_app', 'app']",['service_features']
CBE,Can't scan/recognize other banks' Interoperable QR Codes,Cant scanrecognize other banks Interoperable QR Codes,1,2025-04-13,Google Play,negative,0.9928526282310486,"['scanrecognize', 'bank', 'interoperable', 'code']",['login_authentication']
CBE,"Always says INACTIVE, sometimes doesn't sync, other times says go to the nearest branch and when I go they take forever. How come I am not allowed to see all transactions?Mobile banking is for saving time and efficiency. Non is takingplace. Why should I be forced to use my account everyday? I should be able to use it whenever.","Always says INACTIVE, sometimes doesnt sync, other times says go to the nearest branch and when I go they take forever. How come I am not allowed to see all transactions?Mobile banking is for saving time and efficiency. Non is takingplace. Why should I be forced to use my account everyday? I should be able to use it whenever.",1,2024-03-30,Google Play,negative,0.9986677169799804,"['say', 'inactive', 'sync', 'time', 'say', 'near', 'branch', 'come', 'allow', 'transactions?mobile', 'banking', 'save', 'time', 'efficiency', 'takingplace', 'force', 'use', 'account', 'able', 'use']","['account_management', 'customer_support', 'service_features']"
CBE,very interesting app i am using every day fantastic,very interesting app i am using every day fantastic,5,2025-04-14,Google Play,positive,0.9998443126678468,"['interesting', 'app', 'day', 'fantastic']","['customer_support', 'service_features']"
CBE,Screenshot or slip not working,Screenshot or slip not working,2,2025-03-22,Google Play,negative,0.9997146725654602,"['screenshot', 'work']",['other']
CBE,"I like the app because it is fast for transaction. But still you have to work on it like user full name, bank statement pdf pin at the end of the app. You have to add that features on it. Thank you.","I like the app because it is fast for transaction. But still you have to work on it like user full name, bank statement pdf pin at the end of the app. You have to add that features on it. Thank you.",3,2023-08-06,Google Play,positive,0.9936368465423584,"['like', 'app', 'fast', 'transaction', 'work', 'user', 'bank_statement', 'statement_pdf', 'pdf_pin', 'pin', 'end', 'app', 'add', 'feature', 'thank']","['transaction_issues', 'ui_ux_design', 'service_features']"
CBE,very busy I don't know why... I prefer 889,very busy I dont know why... I prefer 889,3,2025-05-22,Google Play,negative,0.9992345571517944,"['busy', 'know', 'prefer']",['other']
CBE,I have been using this app for long period of time & I'm very happy. because I'm also use other banks app and nothing can compare this. I know so many people using this app too & we all happier by using this app especially it gives us very helpful recently data for long period of time which is the money we sent and received with very clear info. And its reduced the time which we spend by printing statement on branches. But on this version this future shortened by limited recently data. Whyyy???,I have been using this app for long period of time Im very happy. because Im also use other banks app and nothing can compare this. I know so many people using this app too we all happier by using this app especially it gives us very helpful recently data for long period of time which is the money we sent and received with very clear info. And its reduced the time which we spend by printing statement on branches. But on this version this future shortened by limited recently data. Whyyy???,2,2023-03-20,Google Play,negative,0.9835220575332642,"['app', 'long', 'period', 'time', 'happy', 'use', 'bank', 'app', 'compare', 'know', 'people', 'app', 'happy', 'app', 'give', 'helpful', 'datum', 'long', 'period', 'time', 'money', 'send', 'receive', 'clear', 'info', 'reduce', 'time', 'spend', 'print', 'statement', 'branch', 'version', 'future', 'shorten', 'limited', 'datum']","['transaction_issues', 'app_performance', 'account_management', 'customer_support', 'service_features']"
CBE,how do you disable screenshots on a banking app you are very unserious people,how do you disable screenshots on a banking app you are very unserious people,1,2025-03-21,Google Play,negative,0.9976205229759216,"['disable', 'screenshot', 'banking_app', 'app', 'unserious', 'people']",['service_features']
CBE,"Over all Nice app, But I do like to point out a little bit of an issue. The transaction history tab needs a lot of work. It is so sluggish to a point it makes the app crash at times.","Over all Nice app, But I do like to point out a little bit of an issue. The transaction history tab needs a lot of work. It is so sluggish to a point it makes the app crash at times.",4,2023-01-04,Google Play,negative,0.9987928867340088,"['nice', 'app', 'like', 'point', 'little', 'bit', 'issue', 'transaction_history', 'history_tab', 'tab', 'need', 'lot', 'work', 'sluggish', 'point', 'make', 'app_crash', 'crash', 'time']","['app_performance', 'customer_support', 'ui_ux_design', 'service_features']"
CBE,"It's a very nice and simple app but, when checking the transaction details, it's not showing who sent/deposited money into my account. Especially when I receive money from organisations.","Its a very nice and simple app but, when checking the transaction details, its not showing who sentdeposited money into my account. Especially when I receive money from organisations.",4,2023-01-12,Google Play,negative,0.983539342880249,"['nice', 'simple', 'app', 'check', 'transaction_detail', 'detail', 'show', 'sentdeposite', 'money', 'account', 'receive', 'money', 'organisation']","['transaction_issues', 'account_management', 'ui_ux_design', 'service_features']"
CBE,It's best app but Please add(included) payment of water bill,Its best app but Please addincluded payment of water bill,4,2025-03-17,Google Play,negative,0.9565185904502868,"['good', 'app', 'addinclude', 'payment', 'water_bill', 'bill']","['transaction_issues', 'service_features']"
CBE,"It's been long time since i stepped on a door of a bank. I send, receive a mony, pay my utilities and do all the finantial stuffs. I loved it!! But I think the security should be more. stronger. Like making the code 6 degits. Thank You!","Its been long time since i stepped on a door of a bank. I send, receive a mony, pay my utilities and do all the finantial stuffs. I loved it!! But I think the security should be more. stronger. Like making the code 6 degits. Thank You!",4,2024-02-14,Google Play,positive,0.9821245670318604,"['long', 'time', 'step', 'door', 'bank', 'send', 'receive', 'mony', 'pay', 'utility', 'finantial', 'stuff', 'love', 'think', 'security', 'strong', 'make', 'code', 'degit', 'thank']","['transaction_issues', 'login_authentication', 'account_management', 'customer_support']"
CBE,It is a great app what i always prefer.but there are some shortcomings like all account wide statements are not seen and the receipt should contain the banks legal stamp after we completw the transactions. Continue.....!,It is a great app what i always prefer.but there are some shortcomings like all account wide statements are not seen and the receipt should contain the banks legal stamp after we completw the transactions. Continue.....!,4,2023-07-07,Google Play,negative,0.9960599541664124,"['great', 'app', 'shortcoming', 'account', 'wide', 'statement', 'see', 'receipt', 'contain', 'bank', 'legal', 'stamp', 'completw', 'transaction', 'continue']","['transaction_issues', 'account_management', 'service_features']"
CBE,- Stop showing toasts on errors. It keeps showing up after app is closed - Show paged transaction history. The latest 10 is not enough. - Network error is happening and it's taking money without filling airtime to my phone ...,Stop showing toasts on errors. It keeps showing up after app is closed Show paged transaction history. The latest 10 is not enough. Network error is happening and its taking money without filling airtime to my phone ...,1,2020-12-13,Google Play,negative,0.99955016374588,"['stop', 'show', 'toast', 'error', 'keep', 'show', 'app', 'close', 'page', 'transaction_history', 'history', 'late', 'network_error', 'error', 'happen', 'take', 'money', 'fill', 'airtime', 'phone']","['transaction_issues', 'app_performance', 'account_management', 'service_features']"
CBE,"I've been using this app for over a year. It's user friendly, but my problem with it is that it only tells me any transaction I've made through this app after a day or two. It doesn't show right away so I need you to fix it ASAP please.","Ive been using this app for over a year. Its user friendly, but my problem with it is that it only tells me any transaction Ive made through this app after a day or two. It doesnt show right away so I need you to fix it ASAP please.",4,2023-03-22,Google Play,negative,0.998904824256897,"['app', 'year', 'user', 'friendly', 'problem', 'tell', 'transaction', 'app', 'day', 'need', 'fix', 'asap']","['transaction_issues', 'app_performance', 'customer_support', 'ui_ux_design', 'service_features']"
CBE,This app is the worst the current release doesn't work when developers mode is on and the transaction errors make you transfer money twice with errors,This app is the worst the current release doesnt work when developers mode is on and the transaction errors make you transfer money twice with errors,1,2025-01-13,Google Play,negative,0.999771773815155,"['app', 'bad', 'current', 'release', 'work', 'developer', 'mode', 'transaction_error', 'error', 'transfer', 'money', 'error']","['transaction_issues', 'app_performance', 'service_features']"
CBE,The most worst update. It even doesn't let you know ur balance. It doesn't respond quickly.,The most worst update. It even doesnt let you know ur balance. It doesnt respond quickly.,1,2024-12-20,Google Play,negative,0.9997803568840028,"['bad', 'update', 'let', 'know', 'balance', 'respond']","['transaction_issues', 'app_performance', 'account_management']"
CBE,"Keep saying ""unable to connect"" after a normal phone update. Please update the app to match latest phone ""updates""",Keep saying unable to connect after a normal phone update. Please update the app to match latest phone updates,1,2025-01-07,Google Play,negative,0.9989027976989746,"['say', 'unable', 'connect', 'normal', 'phone_update', 'update', 'update', 'app', 'match', 'late', 'phone_update', 'update']","['app_performance', 'account_management', 'service_features']"
CBE,"After the new update I'm struggling to use this app,it suddenly crush or close automatically pls fix this problem","After the new update Im struggling to use this app,it suddenly crush or close automatically pls fix this problem",1,2025-02-05,Google Play,negative,0.999664068222046,"['new', 'update', 'struggle', 'use', 'app', 'crush', 'close', 'fix', 'problem']","['app_performance', 'account_management', 'service_features']"
CBE,Convenient and safe to use! Better to show more transaction history 👍,Convenient and safe to use! Better to show more transaction history,5,2024-12-14,Google Play,negative,0.9932577610015868,"['convenient', 'safe', 'use', 'well', 'transaction_history', 'history']",['account_management']
CBE,It stuck many time i can't transfer my own money the time i need it must be update but if the stucking prevent it is great app,It stuck many time i cant transfer my own money the time i need it must be update but if the stucking prevent it is great app,3,2024-12-18,Google Play,positive,0.6974173188209534,"['stick', 'time', 'transfer', 'money', 'time', 'need', 'update', 'stucking', 'prevent', 'great', 'app']","['transaction_issues', 'app_performance', 'account_management', 'customer_support', 'service_features']"
CBE,"It's a shame,it can't performe well,you guys can't even fix a bug, It's getting unusable, shame shame shame 😡","Its a shame,it cant performe well,you guys cant even fix a bug, Its getting unusable, shame shame shame",1,2025-02-28,Google Play,negative,0.9994576573371888,"['shame', 'performe', 'guy', 'fix', 'bug', 'get', 'unusable', 'shame']",['app_performance']
CBE,I don't have an idea why our country soft wares needs some beroucracy?? How many peoples knew that about developer options N why is the new app forceing to disable that?? in my side i didn't get the apps as of b4.,I dont have an idea why our country soft wares needs some beroucracy?? How many peoples knew that about developer options N why is the new app forceing to disable that?? in my side i didnt get the apps as of b4.,1,2025-01-28,Google Play,negative,0.9992269277572632,"['idea', 'country', 'soft', 'ware', 'need', 'beroucracy', 'people', 'know', 'developer_option', 'option', 'new', 'app', 'force', 'disable', 'app']","['ui_ux_design', 'service_features']"
CBE,Turning off the developers' options :( This is getting out of hand. We don't need to go through that...,Turning off the developers options : This is getting out of hand. We dont need to go through that...,1,2025-01-28,Google Play,negative,0.9984586238861084,"['turn', 'developer', 'option', 'get', 'hand', 'need']","['ui_ux_design', 'service_features']"
CBE,Why do i have to close the developer option to use it. After the update it's not even working unless I close the developer option,Why do i have to close the developer option to use it. After the update its not even working unless I close the developer option,1,2025-01-07,Google Play,negative,0.9997454285621644,"['close', 'developer_option', 'option', 'use', 'update', 'work', 'close', 'developer_option', 'option']","['app_performance', 'account_management', 'ui_ux_design', 'service_features']"
CBE,Thank u for the easy operating service .It made life simple and accurate.Keep it up!!!,Thank u for the easy operating service .It made life simple and accurate.Keep it up!!!,4,2025-01-03,Google Play,positive,0.9998249411582948,"['thank', 'easy', 'operating_service', 'service', 'life', 'simple', 'accurate.keep']","['customer_support', 'ui_ux_design', 'service_features']"
CBE,The latest updates crushes repeatedly on my Redmi Note 12 pro plus. If you could correct the issue.,The latest updates crushes repeatedly on my Redmi Note 12 pro plus. If you could correct the issue.,1,2025-01-30,Google Play,negative,0.9994816184043884,"['late', 'update', 'crush', 'redmi_note', 'note', 'pro', 'correct', 'issue']","['app_performance', 'account_management']"
CBE,The worst I had to flight back to fix my app it need you to go back every 4 month not reliable for foreigners,The worst I had to flight back to fix my app it need you to go back every 4 month not reliable for foreigners,1,2025-01-31,Google Play,negative,0.9997552037239076,"['bad', 'flight', 'fix', 'app', 'need', 'month', 'reliable', 'foreigner']",['service_features']
CBE,"This is the worst update ever, the older version was better. It has so much bug.","This is the worst update ever, the older version was better. It has so much bug.",1,2024-12-20,Google Play,negative,0.9997972846031188,"['bad', 'update', 'old', 'version', 'well', 'bug']","['app_performance', 'account_management']"
CBE,It is Better to use and Save time. I truly appreciate the Bank System.,It is Better to use and Save time. I truly appreciate the Bank System.,5,2025-02-25,Google Play,positive,0.999414324760437,"['well', 'use', 'save', 'time', 'appreciate', 'bank_system', 'system']",['customer_support']
CBE,Updating the app is must everytime they release it even to reload the transaction.,Updating the app is must everytime they release it even to reload the transaction.,2,2025-01-29,Google Play,negative,0.9953692555427552,"['update', 'app', 'release', 'reload', 'transaction']","['transaction_issues', 'app_performance', 'account_management', 'service_features']"
CBE,"Simple bug fix, would help if current exchange rate is displayed on the app.","Simple bug fix, would help if current exchange rate is displayed on the app.",4,2025-01-01,Google Play,negative,0.998939335346222,"['simple', 'bug_fix', 'fix', 'help', 'current', 'exchange_rate', 'rate', 'display', 'app']","['customer_support', 'ui_ux_design', 'service_features']"
CBE,"You can not track your transaction history with correct date, time and order","You can not track your transaction history with correct date, time and order",1,2025-01-07,Google Play,negative,0.9983684420585632,"['track', 'transaction_history', 'history', 'correct', 'date', 'time', 'order']","['account_management', 'customer_support']"
CBE,This application is an unreliable application. Please do not use it. Hackers will enter through the application and take the certificate from CBE.,This application is an unreliable application. Please do not use it. Hackers will enter through the application and take the certificate from CBE.,1,2025-01-18,Google Play,negative,0.9993547797203064,"['application', 'unreliable', 'application', 'use', 'hacker', 'enter', 'application', 'certificate']",['other']
CBE,The app crashes too many times. It's a buggy app,The app crashes too many times. Its a buggy app,1,2025-03-03,Google Play,negative,0.999755084514618,"['app', 'crash', 'time', 'buggy', 'app']","['app_performance', 'customer_support', 'service_features']"
CBE,"Best app of the bank.But,when it needs apdate,customer must be notified in my point of view.Otherwise,customers saying ""Mobile banking is not working today"" is bad moto.","Best app of the bank.But,when it needs apdate,customer must be notified in my point of view.Otherwise,customers saying Mobile banking is not working today is bad moto.",5,2025-02-10,Google Play,negative,0.994717299938202,"['good', 'app', 'need', 'apdate', 'customer', 'notify', 'point', 'view.otherwise', 'customer', 'say', 'mobile', 'banking', 'work', 'today', 'bad', 'moto']",['service_features']
CBE,very inconvenience to use. unreliable and needs upgrades!!!,very inconvenience to use. unreliable and needs upgrades!!!,1,2025-01-23,Google Play,negative,0.9996125102043152,"['inconvenience', 'use', 'unreliable', 'need', 'upgrade']",['service_features']
CBE,"Money transfer options is not giving correct input, and there is no way of knowing whether the money was successfully transferred.","Money transfer options is not giving correct input, and there is no way of knowing whether the money was successfully transferred.",2,2025-01-16,Google Play,negative,0.9997788071632384,"['money_transfer', 'transfer_option', 'option', 'give', 'correct', 'input', 'way', 'know', 'money', 'transfer']","['transaction_issues', 'ui_ux_design', 'service_features']"
CBE,"I am facing difficulties related to network issues, while I have a good internet connection.","I am facing difficulties related to network issues, while I have a good internet connection.",1,2025-01-11,Google Play,negative,0.8891947269439697,"['face', 'difficulty', 'relate', 'network_issue', 'issue', 'good', 'internet_connection', 'connection']",['login_authentication']
CBE,It is good app but not have statment 1 week 1 month only 2 days and it is not order by time,It is good app but not have statment 1 week 1 month only 2 days and it is not order by time,5,2025-01-08,Google Play,negative,0.9727413058280944,"['good', 'app', 'statment', 'week', 'month', 'day', 'order', 'time']","['customer_support', 'service_features']"
CBE,"I have been accessing my CBE from abroad very easily without problems .Good job, guy.","I have been accessing my CBE from abroad very easily without problems .Good job, guy.",2,2025-01-22,Google Play,positive,0.999575674533844,"['access', 'cbe', 'problem', 'job', 'guy']","['login_authentication', 'app_performance']"
CBE,The qr code scans must be backed to see the transfer is done and to use it easily,The qr code scans must be backed to see the transfer is done and to use it easily,2,2025-01-25,Google Play,negative,0.9893651008605956,"['code_scan', 'scan', 'back', 'transfer', 'use']",['transaction_issues']
CBE,"After the last two update, I am facing the worst experience with this app.","After the last two update, I am facing the worst experience with this app.",1,2025-02-02,Google Play,negative,0.999794065952301,"['update', 'face', 'bad', 'experience', 'app']","['login_authentication', 'app_performance', 'account_management', 'ui_ux_design', 'service_features']"
CBE,"It is a shame not to appreciate the recent system improvements that the Commercial Bank of Ethiopia has been making, and I have no doubt that it will be different from this, InshaAllah. Another thing I would like to comment on is that the current method for transferring money to Telebir can own be sent to the person. So, it is possible to send money directly from the Commercial Bank to other banks. If you make it possible to transfer money directly to anyone, I would be very grateful.thank you","It is a shame not to appreciate the recent system improvements that the Commercial Bank of Ethiopia has been making, and I have no doubt that it will be different from this, InshaAllah. Another thing I would like to comment on is that the current method for transferring money to Telebir can own be sent to the person. So, it is possible to send money directly from the Commercial Bank to other banks. If you make it possible to transfer money directly to anyone, I would be very grateful.thank you",5,2025-02-06,Google Play,positive,0.987940549850464,"['shame', 'appreciate', 'recent', 'system_improvement', 'improvement', 'commercial', 'make', 'doubt', 'different', 'thing', 'like', 'comment', 'current', 'method', 'transfer', 'money', 'telebir', 'send', 'person', 'possible', 'send', 'money', 'commercial', 'bank', 'bank', 'possible', 'transfer', 'money', 'grateful.thank']",['transaction_issues']
CBE,"It is Nice, but some times details of credited amount not shown from whom sent.","It is Nice, but some times details of credited amount not shown from whom sent.",4,2025-01-12,Google Play,negative,0.672882616519928,"['nice', 'time', 'detail', 'credit', 'show', 'send']","['transaction_issues', 'account_management', 'customer_support']"
CBE,"Great UX, simple to use yet has all necessary features.","Great UX, simple to use yet has all necessary features.",4,2025-02-24,Google Play,positive,0.998058259487152,"['great', 'simple', 'use', 'necessary', 'feature']","['ui_ux_design', 'service_features']"
CBE,the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,Google Play,negative,0.9986202716827391,"['boring', 'mobil_application', 'banking_application', 'application', 'ethiopia.please_use', 'use', 'alternative', 'private', 'bank', 'mobile', 'banking_app', 'app']",['service_features']
CBE,It's a good app but I have two suggestions. It would be nice if it had an option to change between our own accounts. The option for downloading and sharing transactions that we have made does not work,Its a good app but I have two suggestions. It would be nice if it had an option to change between our own accounts. The option for downloading and sharing transactions that we have made does not work,4,2021-12-24,Google Play,negative,0.9993532299995422,"['good', 'app', 'suggestion', 'nice', 'option', 'change', 'account', 'option', 'download', 'share', 'transaction', 'work']","['transaction_issues', 'account_management', 'ui_ux_design', 'service_features']"
CBE,needs improvement. can't see who makes the transfers the name should be seen when the detail is selected. also i have different accounts in my name and i can only use my phone for one account only ? mobile banking has become easy ....commercial banks of Ethiopia......you need to keep up!!!,needs improvement. cant see who makes the transfers the name should be seen when the detail is selected. also i have different accounts in my name and i can only use my phone for one account only ? mobile banking has become easy ....commercial banks of Ethiopia......you need to keep up!!!,1,2018-11-07,Google Play,negative,0.9985859394073486,"['need', 'improvement', 'make', 'transfer', 'see', 'detail', 'select', 'different', 'account', 'use', 'phone', 'account', 'mobile', 'banking', 'easy', 'commercial', 'bank', 'ethiopia', 'need']","['transaction_issues', 'account_management', 'ui_ux_design', 'service_features']"
CBE,"Dear CBE Team, The updated version of CbE application is very interesting and has an additional features which is very nice but still the app doesn't have an option of transferring money into another Telebirr service number rather than own Telebirr account...so please add this feature.","Dear CBE Team, The updated version of CbE application is very interesting and has an additional features which is very nice but still the app doesnt have an option of transferring money into another Telebirr service number rather than own Telebirr account...so please add this feature.",4,2023-03-12,Google Play,neutral,0.5011864304542542,"['update', 'version', 'application', 'interesting', 'additional', 'feature', 'nice', 'app', 'option', 'transfer', 'money', 'telebirr_number', 'service_number', 'number', 'telebirr_account', 'account', 'add', 'feature']","['transaction_issues', 'app_performance', 'account_management', 'ui_ux_design', 'service_features']"
CBE,I have been used this app from the beginning and like it. On the current updated version it states we can share and save the transaction details. However it can't share or save. The only option I am using is Screenshot. So would you please review it?,I have been used this app from the beginning and like it. On the current updated version it states we can share and save the transaction details. However it cant share or save. The only option I am using is Screenshot. So would you please review it?,4,2021-06-09,Google Play,negative,0.9566251635551452,"['app', 'beginning', 'current', 'update', 'version', 'state', 'share', 'save', 'transaction_detail', 'detail', 'share', 'save', 'option', 'screenshot', 'review']","['app_performance', 'account_management', 'ui_ux_design', 'service_features']"
CBE,"I don't know what to do with this app anymore..after I synconized it, it doesn't show the features or the tools that needed to use for, just it shows my balance.. needed to be fixed asap.","I dont know what to do with this app anymore..after I synconized it, it doesnt show the features or the tools that needed to use for, just it shows my balance.. needed to be fixed asap.",1,2021-05-08,Google Play,negative,0.9991693496704102,"['know', 'app', 'synconize', 'feature', 'tool', 'need', 'use', 'show', 'balance', 'need', 'fix', 'asap']","['transaction_issues', 'account_management', 'ui_ux_design', 'service_features']"
CBE,When you refresh your account it's slow and it doesn't tell you the latest update time. This means you don't know whether the figure you see is old or new. This upgrade was actually a downgrade!,When you refresh your account its slow and it doesnt tell you the latest update time. This means you dont know whether the figure you see is old or new. This upgrade was actually a downgrade!,1,2020-07-27,Google Play,negative,0.999562919139862,"['refresh', 'account', 'slow', 'tell', 'late', 'update_time', 'time', 'mean', 'know', 'figure', 'old', 'new', 'upgrade', 'downgrade']","['app_performance', 'account_management', 'customer_support']"
CBE,"Good but needs improvement. It should retain my settings. For example, I turned off the cbe- Noor option, but everytime I open the app, it defaults back to the previous setting.","Good but needs improvement. It should retain my settings. For example, I turned off the cbe Noor option, but everytime I open the app, it defaults back to the previous setting.",4,2023-05-06,Google Play,negative,0.9852262139320374,"['good', 'need', 'improvement', 'retain', 'setting', 'example', 'turn', 'option', 'open', 'app', 'default', 'previous', 'setting']","['ui_ux_design', 'service_features']"
CBE,"With the recent update, I faced a serious problem similar to those mentioned by others. Hence I have to uninstall and reinstall the app...and it is working well now. I strongly suggest if CBE makes a regular check and take a quick corrective actions on reviews made by customers!!!","With the recent update, I faced a serious problem similar to those mentioned by others. Hence I have to uninstall and reinstall the app...and it is working well now. I strongly suggest if CBE makes a regular check and take a quick corrective actions on reviews made by customers!!!",3,2019-03-14,Google Play,positive,0.9954637885093688,"['recent', 'update', 'face', 'problem', 'similar', 'mention', 'uninstall', 'reinstall', 'app', 'work', 'suggest', 'make', 'regular', 'check', 'quick', 'corrective', 'action', 'review', 'customer']","['login_authentication', 'app_performance', 'account_management', 'service_features']"
CBE,its good and simple to use,its good and simple to use,5,2025-05-02,Google Play,positive,0.9998610019683838,"['good', 'simple', 'use']",['ui_ux_design']
CBE,"I like the app, easy to use, if possible please add some more features like calculator. Simply add one more icon with calculator function, so the users can easily do some calculation without closing the app.","I like the app, easy to use, if possible please add some more features like calculator. Simply add one more icon with calculator function, so the users can easily do some calculation without closing the app.",4,2024-10-15,Google Play,positive,0.9953567385673524,"['like', 'app', 'easy', 'use', 'possible', 'add', 'feature', 'calculator', 'add', 'icon', 'calculator_function', 'function', 'user', 'calculation', 'close', 'app']","['app_performance', 'ui_ux_design', 'service_features']"
CBE,Unrealeble in many ways; double payment more than 5 times; frequent interruptions; and don't produce receipt more often. CBE - pls come up with a better version as we move more and more to e-payement.,Unrealeble in many ways; double payment more than 5 times; frequent interruptions; and dont produce receipt more often. CBE pls come up with a better version as we move more and more to epayement.,3,2023-12-27,Google Play,negative,0.9990795850753784,"['unrealeble', 'way', 'double', 'payment', 'time', 'frequent', 'interruption', 'produce', 'receipt', 'come', 'well', 'version', 'epayement']","['transaction_issues', 'app_performance', 'customer_support']"
CBE,"While Travelling, I couldn't transfer money from my account to another. I had to delete❌ the app and re install and then wait until they give me authorization code.... too complicated.","While Travelling, I couldnt transfer money from my account to another. I had to delete the app and re install and then wait until they give me authorization code.... too complicated.",1,2022-11-13,Google Play,negative,0.99958473443985,"['travel', 'transfer', 'money', 'account', 'delete', 'app', 'install', 'wait', 'authorization_code', 'code', 'complicated']","['transaction_issues', 'login_authentication', 'app_performance', 'account_management', 'customer_support', 'service_features']"
